doc_idx,topic_id,topic_label,confidence,original_topic_id,subject,best_model,min_docs,ngram_range,max_features,coherence,irbo
61617,196,Neuromorphic CAD Systems,0.5493618249893188,491,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61622,112,Secure Function Computation Capacity,0.6325652599334717,312,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61623,243,Sparse Attention Distillation,0.524918258190155,573,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61624,151,Domain Expert Usability AI,0.5355648994445801,402,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61627,198,Point Cloud SSM Learning,0.5779968500137329,495,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61628,44,Planning-Augmented RL,0.5906664729118347,120,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61629,151,Domain Expert Usability AI,0.5064827799797058,402,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61632,255,Multiscale Style Transfer,0.5894507169723511,589,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61634,131,User-Centric UI Stimulation,0.6689728498458862,355,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61636,5,Novelty-Based Retrieval Evaluation,0.5361221432685852,7,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61637,190,Multiset Hypergraph Learning,0.6444839835166931,481,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61639,188,Phoneme Granularity Contrastive Learning,0.5155930519104004,474,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61640,166,Multimodal Semantic Forecasting,0.5805550813674927,433,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61641,48,Semantic Polarity Learning,0.5096860527992249,129,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61645,222,Memristor-LLM Integration,0.5216794013977051,538,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61646,197,Latent Decision Sampling,0.5053819417953491,494,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61648,188,Phoneme Granularity Contrastive Learning,0.546227753162384,474,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61650,154,Bandit Learning Games,0.5701704025268555,406,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61652,18,Variable Word Rate Modeling,0.5075259208679199,24,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61653,167,Thermal Emotion Recognition,0.5476495027542114,434,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61655,274,Diffusion-Based Optimization Learning,0.5895105600357056,614,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61656,146,Sparse Weight Tuning Networks,0.5318332314491272,397,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61659,165,Random Layer Mixup,0.6638203263282776,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61660,179,Self-Supervised Embodied Learning,0.5282610654830933,456,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61662,164,Cold Start Recommendation,0.6281691789627075,429,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61663,153,Cuboid Structure Recovery,0.6881511211395264,405,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61664,58,Fractional PDE Modeling,0.5900490880012512,152,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61665,179,Self-Supervised Embodied Learning,0.6701032519340515,456,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61667,183,Multilingual Image Captioning,0.5589934587478638,463,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61668,109,Dynamic Network Optimization,0.5387354493141174,306,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61670,132,Real-Time Compression Systems,0.5504498481750488,360,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61672,198,Point Cloud SSM Learning,0.5610620975494385,495,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61673,174,Contact Tracing Trust Mechanisms,0.6977371573448181,442,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61676,182,Dependency Usage Analysis,0.5232860445976257,462,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61677,199,Periodic Universal Audio Synthesis,0.6800407767295837,496,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61678,48,Semantic Polarity Learning,0.5521101355552673,129,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61680,172,Abuse Intent Detection,0.537190318107605,440,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61682,44,Planning-Augmented RL,0.5065293312072754,120,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61683,254,Vision-Based Odometry Systems,0.5686637163162231,588,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61684,5,Novelty-Based Retrieval Evaluation,0.6009861826896667,7,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61685,188,Phoneme Granularity Contrastive Learning,0.6182959675788879,474,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61687,169,Pessimistic Reinforcement Learning,0.5993574261665344,436,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61689,174,Contact Tracing Trust Mechanisms,0.6336830854415894,442,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61690,174,Contact Tracing Trust Mechanisms,0.6777318716049194,442,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61691,219,Sketch-Based 3D Reconstruction,0.5513042211532593,535,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61692,165,Random Layer Mixup,0.5423613786697388,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61693,228,Dynamic Scene Decomposition,0.6336824297904968,548,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61694,262,Neural Field Dataset Compression,0.5835490226745605,597,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61695,144,Scientometric Impact Theory,0.5808996558189392,394,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61696,73,Large-Scale Data Management Systems,0.5909771919250488,185,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61700,92,Spam Mitigation Proof-of-Work,0.5323759317398071,261,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61701,155,Characteristic-Driven Summarization,0.5449227094650269,412,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61702,179,Self-Supervised Embodied Learning,0.7195082902908325,456,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61705,8,Repair-Based Speech Correction,0.5389832258224487,12,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61708,10,Recursive Definition Systems,0.5825014114379883,15,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61715,44,Planning-Augmented RL,0.6027987003326416,120,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61718,146,Sparse Weight Tuning Networks,0.5501381158828735,397,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61719,13,Combinatorial Auction Optimization,0.6392289400100708,18,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61720,204,Cross-Modality Clue Integration,0.6758039593696594,506,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61724,259,Automated Tactile Glove Design,0.5738230347633362,594,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61726,11,Polysemantic Feature Modeling and Ambiguity Handling in Logic Systems,0.5529299974441528,16,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61727,180,FNO Wave Equation Solving,0.565672755241394,459,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61731,57,Time-Series Pattern Discovery,0.6149954795837402,151,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61732,192,Cross-Modal Prototype Matching,0.7273483872413635,486,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61733,120,Kernel Herding Methods,0.5011312365531921,334,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61737,143,Visual Debugging Sequences,0.6002267599105835,390,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61738,216,Universal Language Translation,0.5470113158226013,527,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61740,207,Compositional Attack Defense,0.648591160774231,511,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61741,248,Zero-Shot Lidar Completion,0.6083940863609314,579,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61742,234,DP Multi-Sampling Approximation,0.6549517512321472,557,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61745,146,Sparse Weight Tuning Networks,0.5465308427810669,397,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61748,209,Low-Resource Corpus Quality,0.6380496025085449,516,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61749,236,Deformation-Based Diffusion Synthesis,0.6091450452804565,560,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61750,97,Intrinsic Dimension Analysis,0.507601261138916,268,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61752,163,GAN Attribute Editing,0.592843770980835,426,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61755,207,Compositional Attack Defense,0.6680673360824585,511,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61758,154,Bandit Learning Games,0.6438754200935364,406,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61759,204,Cross-Modality Clue Integration,0.5836221575737,506,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61760,11,Polysemantic Feature Modeling and Ambiguity Handling in Logic Systems,0.6298526525497437,16,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61761,158,Video Explainability Frameworks,0.5938786864280701,416,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61766,24,Hamming Distance Approximation,0.5792235136032104,40,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61767,185,Human Feedback Modeling,0.596497118473053,468,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61768,195,Self-Supervised Keypoint Detection,0.5680525302886963,490,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61771,273,Multi-Layer Depth Ambiguity Resolution,0.5391089916229248,613,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61773,48,Semantic Polarity Learning,0.5321006178855896,129,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61776,28,Example-Based Metonymy Learning,0.5551469922065735,50,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61777,122,Social Network Aggregation Dynamics,0.5486655235290527,341,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61778,174,Contact Tracing Trust Mechanisms,0.5642126202583313,442,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61780,122,Social Network Aggregation Dynamics,0.7537508010864258,341,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61781,58,Fractional PDE Modeling,0.5073135495185852,152,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61782,163,GAN Attribute Editing,0.6475613713264465,426,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61784,147,Run-Based String Compression,0.5909361839294434,398,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61786,144,Scientometric Impact Theory,0.5287609100341797,394,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61788,251,Microgravity Human Action Analysis,0.5421402454376221,584,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61789,64,Handle-Based Networking,0.5664235353469849,163,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61790,33,Non-Well-Founded Coalgebra Theory,0.5272690057754517,62,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61793,179,Self-Supervised Embodied Learning,0.5819807052612305,456,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61794,204,Cross-Modality Clue Integration,0.5725594758987427,506,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61795,248,Zero-Shot Lidar Completion,0.5847519636154175,579,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61796,150,Quantum Scheduling Security,0.7217381000518799,401,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61797,207,Compositional Attack Defense,0.5101904273033142,511,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61798,203,Extremism Online Dynamics,0.5030603408813477,504,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61799,263,EEG Foundation Model Taxonomy,0.5013200640678406,598,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61801,252,LLM Kernel Automatization,0.5530499815940857,585,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61803,223,Latent Watermarking Systems,0.6505366563796997,539,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61805,206,Concatenation Blocking Sets,0.5502187013626099,510,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61808,28,Example-Based Metonymy Learning,0.5839091539382935,50,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61811,165,Random Layer Mixup,0.568791925907135,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61813,184,Event-Based Vision UpSampling,0.5432454943656921,465,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61816,247,Low-Resource Language Adaptation,0.5628716945648193,578,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61817,163,GAN Attribute Editing,0.5232227444648743,426,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61820,7,Dynamic Semantics Resolution,0.6033525466918945,11,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61821,35,Syllabic Language Modeling,0.5485325455665588,80,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61822,53,Context-Dependent Classification,0.5783145427703857,141,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61823,213,Empowerment Language Analysis,0.5651899576187134,523,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61824,208,Pathological Speech ASV,0.5952078700065613,512,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61826,44,Planning-Augmented RL,0.5789280533790588,120,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61827,16,Dynamic Market Optimization,0.5044131278991699,22,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61828,16,Dynamic Market Optimization,0.5130190253257751,22,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61830,201,Cross-Lingual Scene Text SR,0.5414683818817139,502,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61831,274,Diffusion-Based Optimization Learning,0.5133944749832153,614,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61832,263,EEG Foundation Model Taxonomy,0.5353298783302307,598,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61836,146,Sparse Weight Tuning Networks,0.55520099401474,397,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61838,201,Cross-Lingual Scene Text SR,0.5168387293815613,502,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61841,155,Characteristic-Driven Summarization,0.675661563873291,412,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61843,154,Bandit Learning Games,0.6151346564292908,406,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61844,163,GAN Attribute Editing,0.5714501738548279,426,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61850,6,Type Class Extensions,0.6921643018722534,8,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61854,177,Diffusion-Based Image Refinement,0.6466721296310425,451,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61855,165,Random Layer Mixup,0.5358648300170898,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61856,174,Contact Tracing Trust Mechanisms,0.5092191100120544,442,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61859,175,Temporal Fact Verification,0.575903058052063,445,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61863,134,Field-Normalized Altmetrics,0.5954082608222961,371,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61867,247,Low-Resource Language Adaptation,0.5323651432991028,578,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61868,154,Bandit Learning Games,0.5550947785377502,406,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61871,179,Self-Supervised Embodied Learning,0.6733324527740479,456,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61873,183,Multilingual Image Captioning,0.6023505926132202,463,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61874,183,Multilingual Image Captioning,0.6863248348236084,463,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61875,232,Crowdsourced Attention Bias Mitigation,0.592540979385376,555,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61878,40,Universal Sequence Prediction,0.5042035579681396,109,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61880,247,Low-Resource Language Adaptation,0.5578651428222656,578,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61881,99,Energy-Efficient Communication,0.5598602294921875,284,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61883,223,Latent Watermarking Systems,0.5809888243675232,539,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61884,16,Dynamic Market Optimization,0.5742032527923584,22,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61887,126,Differential Privacy Mechanisms,0.7354683876037598,347,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61888,253,Pruning Impact Analysis,0.6392076015472412,586,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61889,18,Variable Word Rate Modeling,0.5453143119812012,24,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61890,224,Persona-Based Moderation Datasets,0.5065360069274902,541,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61891,177,Diffusion-Based Image Refinement,0.5163153409957886,451,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61893,190,Multiset Hypergraph Learning,0.5121369361877441,481,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61895,131,User-Centric UI Stimulation,0.5223174691200256,355,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61896,197,Latent Decision Sampling,0.554511547088623,494,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61897,76,Single-Camera Gaze-Orientation Estimation,0.7606116533279419,200,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61898,116,Kolakoski Sequence Properties,0.5332741737365723,323,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61899,252,LLM Kernel Automatization,0.5481759905815125,585,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61900,163,GAN Attribute Editing,0.5782310962677002,426,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61902,69,Radio Regulation Governance,0.5535964965820312,174,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61904,140,Logarithmic Distribution Analysis,0.5267355442047119,382,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61907,207,Compositional Attack Defense,0.5496204495429993,511,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61909,235,GenAI in Education,0.5070875883102417,558,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61910,265,Phenological Orchard Datasets,0.5491525530815125,601,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61911,199,Periodic Universal Audio Synthesis,0.6201587915420532,496,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61912,227,LLM Ensemble Probability Fusion,0.5563677549362183,546,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61913,245,EEG-Facial Expression Synthesis,0.6291835308074951,575,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61915,204,Cross-Modality Clue Integration,0.5629814267158508,506,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61917,121,Project Planning Frameworks,0.5444804430007935,335,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61918,223,Latent Watermarking Systems,0.5301532745361328,539,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61919,190,Multiset Hypergraph Learning,0.5607508420944214,481,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61920,164,Cold Start Recommendation,0.5310232639312744,429,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61921,190,Multiset Hypergraph Learning,0.6430944800376892,481,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61922,212,Metric Entropy Analysis,0.6551768183708191,521,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61923,63,Natural Language Chatbot Limitations,0.5676608085632324,161,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61926,255,Multiscale Style Transfer,0.6635861396789551,589,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61931,198,Point Cloud SSM Learning,0.5620040893554688,495,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61932,243,Sparse Attention Distillation,0.5772131681442261,573,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61933,51,User-Centric Community Detection,0.5573526620864868,139,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61935,103,Rate-Distortion Testing,0.5264612436294556,293,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61937,247,Low-Resource Language Adaptation,0.5611897706985474,578,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61939,53,Context-Dependent Classification,0.52256178855896,141,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61940,137,Velocity-Aware Action Recognition,0.6057519912719727,376,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61942,174,Contact Tracing Trust Mechanisms,0.5297075510025024,442,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61945,202,Heat-Diffusion Generative Models,0.596486508846283,503,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61949,200,Causal Quantization Methods,0.5250258445739746,498,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
61950,131,User-Centric UI Stimulation,0.6049575805664062,355,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
