doc_idx,topic_id,topic_label,confidence,original_topic_id,subject,best_model,min_docs,ngram_range,max_features,coherence,irbo
23788,38,Diffraction-Based Atomic Interference,0.5892333388328552,61,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23791,37,Thin-Film Hydrodynamics,0.5706437230110168,59,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23792,136,Optomechanical Tuning Lasers,0.5906724333763123,342,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23795,161,Soft-Material Bubble Dynamics,0.5951951742172241,411,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23796,10,Quantum Tunneling Dynamics,0.5572617053985596,15,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23797,109,Semiconductor Metamaterials,0.5379563570022583,261,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23798,22,Rotating Flow Dynamics,0.6215102672576904,36,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23804,84,Seismic Network Analysis,0.6296039819717407,193,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23810,127,Laser-Assisted Tunneling Dynamics,0.5712268352508545,313,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23811,54,Photon Statistics Cavities,0.5460898876190186,106,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23813,93,Noise-Induced Phase Transitions,0.5445693731307983,210,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23818,170,Antineutrino Source Design,0.5090634822845459,445,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23819,57,Nonlinear Noise Spectra,0.52851802110672,120,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23820,45,Polymer Entropic Mechanics,0.5970697402954102,78,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23821,91,Excited Electron Dynamics,0.6323230266571045,208,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23823,40,High-Order Turbulence Moments,0.5151118636131287,68,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23825,45,Polymer Entropic Mechanics,0.7267687320709229,78,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23827,76,Chaotic Dynamo Reversals,0.5399428606033325,177,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23834,128,Blog Network Dynamics,0.6792449951171875,318,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23835,52,Polymer Translocation Dynamics,0.5725026726722717,94,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23836,65,Gravitational Charged-Particle Dynamics,0.6771942973136902,143,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23838,13,Molecular Absorption Precision,0.5765281915664673,20,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23839,165,Self-Fourier Beam Dynamics,0.5024368762969971,423,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23841,14,Lanczos Eigenvalue Methods,0.5933786630630493,21,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23848,143,Ion Pairing Dynamics,0.5025495886802673,361,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23849,180,Obstacle-Induced Fiber Dynamics,0.5951851010322571,476,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23852,53,Turbulent Flow Tracking,0.5520180463790894,95,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23853,163,Multimode Cavity QED,0.6036480665206909,418,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23855,24,Nonlinear Mode Locking,0.5294041037559509,38,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23858,47,Radial Current Discharge Dynamics,0.6963973045349121,80,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23860,171,Quantum Contextuality Foundations,0.5642455220222473,452,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23861,31,Criticality Dynamics,0.5090807676315308,48,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23863,68,Near-Field Optical Transmission,0.5724904537200928,153,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23866,25,Proton Stopping Dynamics,0.6019198894500732,39,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23867,1,Plasma Beam Interactions,0.5732864737510681,4,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23868,138,Granular Bifurcation Dynamics,0.5268875360488892,348,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23870,12,Fermi Gas Stability,0.5837373733520508,18,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23871,117,Photomultiplier Gaseous Detectors,0.6173580884933472,283,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23873,25,Proton Stopping Dynamics,0.547804057598114,39,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23874,78,Tokamak Flow Barriers,0.5844519138336182,180,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23878,62,Relativistic Common Sense,0.6022018194198608,129,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23883,163,Multimode Cavity QED,0.6420965194702148,418,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23884,13,Molecular Absorption Precision,0.5350009202957153,20,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23890,7,Optical Trapping Cooling,0.7334437966346741,12,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23891,147,Single Molecule Diffraction,0.7545673847198486,372,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23892,43,Graphene Defect Dynamics,0.5275239944458008,74,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23895,13,Molecular Absorption Precision,0.5134031176567078,20,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23899,24,Nonlinear Mode Locking,0.5162060856819153,38,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23901,33,Pixel Detector Calibration,0.6279284954071045,50,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23902,50,Stellar Pulsation Instability,0.5933586359024048,88,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23904,34,Parallel Lattice Computing,0.5044718980789185,51,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23905,33,Pixel Detector Calibration,0.6304006576538086,50,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23907,8,Electrode Dynamics,0.5940254926681519,13,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23916,158,Excited State Perturbation Theory,0.5948636531829834,406,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23919,169,Quantum-Classical Boundary,0.5168765187263489,437,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23920,3,Quantum Corrections,0.6109130382537842,6,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23921,103,Rotating Surface Solitons,0.5183261632919312,246,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23922,9,Nonlinear Harmonic Generation,0.632276177406311,14,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23923,92,Network Immunization Dynamics,0.6215430498123169,209,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23925,46,Gravitational-Wave Absorption Dynamics,0.573462963104248,79,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23926,93,Noise-Induced Phase Transitions,0.5632855296134949,210,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23927,32,Stochastic Tunneling Optimization,0.5101183652877808,49,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23930,128,Blog Network Dynamics,0.681290864944458,318,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23931,1,Plasma Beam Interactions,0.5934464335441589,4,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23934,78,Tokamak Flow Barriers,0.6577054262161255,180,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23935,59,Ferromagnetic Gravitational Sensors,0.5193118453025818,122,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23936,7,Optical Trapping Cooling,0.567622184753418,12,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23937,69,Macroscopic Quantum Collapse,0.6468220353126526,159,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23938,52,Polymer Translocation Dynamics,0.5689778923988342,94,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23940,96,Citation-Based Research Metrics,0.6261052489280701,215,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23941,179,Photon Duality Interpretation,0.540154218673706,473,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23942,17,Coherent Structure Modeling,0.5696604251861572,29,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23943,158,Excited State Perturbation Theory,0.5296567678451538,406,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23944,29,Micromaser Dynamics,0.6451911330223083,46,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23945,102,Cooperative Dynamics Networks,0.5035895109176636,241,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23946,18,Free Electron Laser Synchrotron,0.5102294087409973,30,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23947,136,Optomechanical Tuning Lasers,0.5960272550582886,342,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23948,86,Cosmic Thermodynamics,0.6320339441299438,199,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23950,13,Molecular Absorption Precision,0.5988689661026001,20,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23951,67,Tubular Polymer Conformation,0.5676130056381226,149,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23953,79,Forbidden Transition Spectroscopy,0.6050299406051636,182,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23956,170,Antineutrino Source Design,0.6173009872436523,445,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23957,7,Optical Trapping Cooling,0.6623220443725586,12,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23958,47,Radial Current Discharge Dynamics,0.5656751990318298,80,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23960,77,Nonlinear Scattering Dynamics,0.6133500337600708,178,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23965,159,Tidal Locking Effects,0.5605161190032959,409,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23966,10,Quantum Tunneling Dynamics,0.7353952527046204,15,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23968,47,Radial Current Discharge Dynamics,0.6110237836837769,80,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23969,23,Optical Logic Gates,0.5367274880409241,37,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23974,7,Optical Trapping Cooling,0.6971578001976013,12,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23978,103,Rotating Surface Solitons,0.5114732980728149,246,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23979,57,Nonlinear Noise Spectra,0.5003715753555298,120,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23981,6,Bell-Inequality Tests,0.6643914580345154,11,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23985,22,Rotating Flow Dynamics,0.5153687596321106,36,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23986,24,Nonlinear Mode Locking,0.5060206651687622,38,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23987,78,Tokamak Flow Barriers,0.5406981706619263,180,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23988,136,Optomechanical Tuning Lasers,0.650622546672821,342,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23992,22,Rotating Flow Dynamics,0.6249527931213379,36,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23993,159,Tidal Locking Effects,0.507048487663269,409,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23994,146,Light Trapping Optimization,0.5080582499504089,371,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23995,20,Deforming Reference Frame Dynamics,0.5544031858444214,32,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
23997,97,Nonlinear Beam Interactions,0.6021714210510254,219,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24000,124,Photonic Quantum Gates,0.5960785150527954,301,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24001,9,Nonlinear Harmonic Generation,0.637931227684021,14,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24003,53,Turbulent Flow Tracking,0.6160738468170166,95,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24005,30,Nonlinear Breather Dynamics,0.5470454692840576,47,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24007,83,Laser-Induced Photon Polarization,0.5918608903884888,192,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24008,92,Network Immunization Dynamics,0.7323079109191895,209,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24009,119,Laser-Plasma Anharmonic Resonance,0.634968101978302,285,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24010,85,Lattice Boltzmann Methods,0.6307335495948792,198,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24011,177,Fat-Tailed Differences,0.5246989130973816,467,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24012,140,Soliton Boundary Control,0.5091655850410461,357,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24015,22,Rotating Flow Dynamics,0.6091679334640503,36,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24021,54,Photon Statistics Cavities,0.7105045318603516,106,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24024,99,Metallic Slit Resonance,0.5571233034133911,222,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24026,74,Nonlinear Flagellar Dynamics,0.5955926775932312,170,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24027,93,Noise-Induced Phase Transitions,0.720780611038208,210,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24028,120,Pedagogical Engagement Barriers,0.5692405700683594,287,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24030,136,Optomechanical Tuning Lasers,0.5374002456665039,342,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24034,40,High-Order Turbulence Moments,0.5640720129013062,68,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24036,96,Citation-Based Research Metrics,0.6910767555236816,215,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24037,131,Stochastic Dynamics Simulation,0.683208703994751,325,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24038,16,RF Cavity Optimization,0.506576657295227,28,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24039,10,Quantum Tunneling Dynamics,0.502774178981781,15,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24043,47,Radial Current Discharge Dynamics,0.5539379119873047,80,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24046,26,Magnetic Field Symmetry Breaking,0.5323908925056458,40,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24049,74,Nonlinear Flagellar Dynamics,0.5631487369537354,170,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24050,25,Proton Stopping Dynamics,0.6646854281425476,39,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24051,47,Radial Current Discharge Dynamics,0.5512670278549194,80,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24052,54,Photon Statistics Cavities,0.7197384834289551,106,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24053,103,Rotating Surface Solitons,0.5555811524391174,246,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24057,104,Splash Dynamics,0.6264756917953491,250,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24061,131,Stochastic Dynamics Simulation,0.7392754554748535,325,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24062,76,Chaotic Dynamo Reversals,0.6569709777832031,177,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24063,183,Reciprocity Systems,0.643231213092804,483,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24064,151,Signal-Processing Quantum Model,0.8812747001647949,377,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24065,139,Buffer-Gas Cooling,0.584624707698822,355,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24073,145,Edge-Mode Localization,0.5419054627418518,363,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24074,22,Rotating Flow Dynamics,0.5198311805725098,36,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24075,144,Cosmic Origins Science,0.5019136071205139,362,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24076,143,Ion Pairing Dynamics,0.569770336151123,361,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24078,26,Magnetic Field Symmetry Breaking,0.5621691942214966,40,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24079,117,Photomultiplier Gaseous Detectors,0.5081908106803894,283,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24080,22,Rotating Flow Dynamics,0.6183772087097168,36,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24081,92,Network Immunization Dynamics,0.7290629148483276,209,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24083,86,Cosmic Thermodynamics,0.5574028491973877,199,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24084,92,Network Immunization Dynamics,0.6177349090576172,209,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24085,127,Laser-Assisted Tunneling Dynamics,0.6180539131164551,313,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24086,82,Solvation Dynamics,0.5114376544952393,191,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24087,140,Soliton Boundary Control,0.5470088720321655,357,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24088,105,Network Growth Dynamics,0.5604487061500549,254,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24089,168,Rydberg Resonance Dynamics,0.7240290641784668,434,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24090,83,Laser-Induced Photon Polarization,0.501711905002594,192,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24092,127,Laser-Assisted Tunneling Dynamics,0.619060218334198,313,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24093,33,Pixel Detector Calibration,0.6724286079406738,50,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24095,126,Relativity Foundations,0.5128331184387207,311,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24097,76,Chaotic Dynamo Reversals,0.643970787525177,177,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24098,28,Beam Polarization Advances,0.569060206413269,42,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24100,143,Ion Pairing Dynamics,0.8249327540397644,361,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24101,54,Photon Statistics Cavities,0.5344924926757812,106,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24103,155,Soliton Pair Dynamics,0.6152991652488708,391,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24105,89,Photothermal Imaging Techniques,0.5264935493469238,205,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24107,132,Self-Organized Cooperation,0.6063889265060425,326,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24109,80,Bipartite Matching Dynamics,0.5735189318656921,183,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24110,75,Taylor-Couette Axial Flow Dynamics,0.5519222021102905,173,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24111,155,Soliton Pair Dynamics,0.5354887843132019,391,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24112,142,Opinion Consensus Dynamics,0.6683685779571533,360,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24116,18,Free Electron Laser Synchrotron,0.518927276134491,30,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24117,47,Radial Current Discharge Dynamics,0.6224240064620972,80,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24118,40,High-Order Turbulence Moments,0.5136171579360962,68,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24119,23,Optical Logic Gates,0.5733006000518799,37,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24123,102,Cooperative Dynamics Networks,0.6766920685768127,241,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24124,172,Coincidence Network Dynamics,0.5646708607673645,454,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24125,48,Bimetallic Cluster Magnetism,0.6104426980018616,84,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24126,95,Stochastic Geometry Dynamics,0.5239399075508118,212,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24127,18,Free Electron Laser Synchrotron,0.5792979001998901,30,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24130,148,Microfluidic Emulsion Generation,0.6241455674171448,373,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24132,148,Microfluidic Emulsion Generation,0.5588237643241882,373,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24139,104,Splash Dynamics,0.5167178511619568,250,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24141,40,High-Order Turbulence Moments,0.541964054107666,68,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24142,124,Photonic Quantum Gates,0.5422710180282593,301,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24143,92,Network Immunization Dynamics,0.7058666944503784,209,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24145,173,Protein Graph Decomposition,0.6162194013595581,455,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24146,92,Network Immunization Dynamics,0.7570809721946716,209,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
24147,92,Network Immunization Dynamics,0.5908513069152832,209,physics,all_mpnet_base_v2,150,"(1, 1)",10000,0.7046069595539346,0.9869779880681797
